,acronym,summary,tags
294,LLC,"Thorntons LLC, formerly Thorntons Inc., is a gasoline and convenience store chain headquartered in Louisville, KY.  Thorntons LLC currently operates 200+ locations which vary from traditional fuel and convenience stores, stores with expanded kitchen formats and Travel Centers.  Thorntons stores are located in six states: Florida, Illinois, Indiana, Kentucky, Ohio, and Tennessee.  It was founded in 1971 by James H. Thornton.

",[]
295,LLC,"Hell House LLC is a 2015 American found-footage horror film written and directed by Stephen Cognetti and produced by Fbi Films. The film, shot as a documentary, follows a group of Halloween haunted house creators as they prepare for the 2009 opening of their popular haunted attraction, Hell House. Tragedy strikes on opening night when an unknown ""malfunction"" causes the death of 15 tour-goers and staff. The film reveals the lead-up to the tragedy and documenting what exactly went wrong that night which has been a mystery to the public. The film was released on a number of video on-demand platforms, including Amazon Video, Shudder, YouTube, Vudu, and iTunes, on November 1, 2016.A sequel, Hell House LLC II: The Abaddon Hotel, was released exclusively on Shudder on September 20, 2018. A second sequel, Hell House LLC III: Lake of Fire was released in September 2019.",[]
296,LLC,"VIZ Media LLC is an American manga publisher, anime distributor and entertainment company headquartered in San Francisco, California. It was founded in 1986 as VIZ LLC. In 2005, VIZ LLC and ShoPro Entertainment merged to form the current VIZ Media LLC, which is owned by Japanese publishing conglomerates Shueisha and Shogakukan, as well as Japanese production company Shogakukan-Shueisha Productions (ShoPro). In 2017, Viz Media was the largest publisher of graphic novels in the United States, with a 23% share of the market. In 2020, Viz Media saw a 70% growth in the U.S. market, in line with a 43% increase in overall manga sales in the United States the same year.",[]
297,LLC,"Artis is a research and development company located in Herndon, Virginia.  Founded in 1999, the company provides services and creates products for defense and commercial markets using extremely high-speed sensing and parallel processing.  The name of the company stems from an acronym, short for ""advanced real-time information systems.""

",[]
298,KYC,"The know your customer or know your client (KYC) guidelines in financial services require that professionals make an effort to verify the identity, suitability, and risks involved with maintaining a business relationship. The procedures fit within the broader scope of a bank's anti-money laundering (AML) policy. KYC processes are also employed by companies of all sizes for the purpose of ensuring their proposed customers, agents, consultants, or distributors are anti-bribery compliant, and are actually who they claim to be. Banks, insurers, export creditors, and other financial institutions are increasingly demanding that customers provide detailed due diligence information. Initially, these regulations were imposed only on the financial institutions but now the non-financial industry, fintech, virtual assets dealers, and even non-profit organizations are liable to oblige.

","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 63, 'end': 72}, {'match': 'bank', 'norm': 'bank', 'case': 'lower', 'exact': True, 'start': 271, 'end': 275}, {'match': 'money', 'norm': 'money', 'case': 'lower', 'exact': True, 'start': 283, 'end': 288}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 575, 'end': 584}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 738, 'end': 747}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 777, 'end': 786}]"
299,KYC,"The know your customer or know your client (KYC) guidelines in financial services require that professionals make an effort to verify the identity, suitability, and risks involved with maintaining a business relationship. The procedures fit within the broader scope of a bank's anti-money laundering (AML) policy. KYC processes are also employed by companies of all sizes for the purpose of ensuring their proposed customers, agents, consultants, or distributors are anti-bribery compliant, and are actually who they claim to be. Banks, insurers, export creditors, and other financial institutions are increasingly demanding that customers provide detailed due diligence information. Initially, these regulations were imposed only on the financial institutions but now the non-financial industry, fintech, virtual assets dealers, and even non-profit organizations are liable to oblige.

","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 63, 'end': 72}, {'match': 'bank', 'norm': 'bank', 'case': 'lower', 'exact': True, 'start': 271, 'end': 275}, {'match': 'money', 'norm': 'money', 'case': 'lower', 'exact': True, 'start': 283, 'end': 288}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 575, 'end': 584}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 738, 'end': 747}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 777, 'end': 786}]"
300,KYC,"The know your customer or know your client (KYC) guidelines in financial services require that professionals make an effort to verify the identity, suitability, and risks involved with maintaining a business relationship. The procedures fit within the broader scope of a bank's anti-money laundering (AML) policy. KYC processes are also employed by companies of all sizes for the purpose of ensuring their proposed customers, agents, consultants, or distributors are anti-bribery compliant, and are actually who they claim to be. Banks, insurers, export creditors, and other financial institutions are increasingly demanding that customers provide detailed due diligence information. Initially, these regulations were imposed only on the financial institutions but now the non-financial industry, fintech, virtual assets dealers, and even non-profit organizations are liable to oblige.

","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 63, 'end': 72}, {'match': 'bank', 'norm': 'bank', 'case': 'lower', 'exact': True, 'start': 271, 'end': 275}, {'match': 'money', 'norm': 'money', 'case': 'lower', 'exact': True, 'start': 283, 'end': 288}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 575, 'end': 584}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 738, 'end': 747}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 777, 'end': 786}]"
301,KYC,"Axis Bank Limited, formerly known as UTI Bank (1993–2007), is an Indian banking and financial services company headquartered in Mumbai, Maharashtra. It sells financial services to large and mid-size companies, SMEs and retail businesses.As of 30 June 2016, 30.81% shares are owned by the promoters and the promoter group (United India Insurance Company Limited, Oriental Insurance Company Limited, National Insurance Company Limited, New India Assurance Company Ltd, GIC, LIC and UTI). The remaining 69.19% shares are owned by mutual funds, FIIs, banks, insurance companies, corporate bodies and individual investors.","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 84, 'end': 93}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 158, 'end': 167}]"
302,KYC,"Computer Age Management Services Limited (CAMS) is a mutual fund transfer agency serving Indian asset management companies. The company was incorporated in 1988. It is headquartered in Chennai. It became publicly listed in October 2020, subsequent to an initial public offering through an offer by its existing shareholders.

","[{'match': 'fund', 'norm': 'fund', 'case': 'lower', 'exact': True, 'start': 60, 'end': 64}]"
303,KYC,"Kyaka (Enga-Kyaka) is an Engan language of the East New Guinea Highlands in Enga Province, Papua New Guinea.",[]
304,KYC,"A cryptocurrency, crypto-currency, or crypto is a digital currency designed to work as a medium of exchange through a computer network that is not reliant on any central authority, such as a government or bank, to uphold or maintain it.Individual coin ownership records are stored in a digital ledger, which is a computerized database using strong cryptography to secure transaction records, to control the creation of additional coins, and to verify the transfer of coin ownership. Despite their name, cryptocurrencies are not considered to be currencies in the traditional sense and while varying treatments have been applied to them, including classification as commodities, securities, as well as currencies, cryptocurrencies are generally viewed as a distinct asset class in practice. Some crypto schemes use validators to maintain the cryptocurrency. In a proof-of-stake model, owners put up their tokens as collateral. In return, they get authority over the token in proportion to the amount they stake. Generally, these token stakers get additional ownership in the token over time via network fees, newly minted tokens or other such reward mechanisms.Cryptocurrency does not exist in physical form (like paper money) and is typically not issued by a central authority. Cryptocurrencies typically use decentralized control as opposed to a central bank digital currency (CBDC). When a cryptocurrency is minted or created prior to issuance or issued by a single issuer, it is generally considered centralized. When implemented with decentralized control, each cryptocurrency works through distributed ledger technology, typically a blockchain, that serves as a public financial transaction database. Traditional asset classes like currencies, commodities, and stocks, as well as macroeconomic factors, have modest exposures to cryptocurrency returns.The first decentralized cryptocurrency was Bitcoin, which first released as open-source software in 2009. As of March 2022  there were more than 9,000 other cryptocurrencies in the marketplace, of which more than 70 had a market capitalization exceeding $1 billion.","[{'match': 'bank', 'norm': 'bank', 'case': 'lower', 'exact': True, 'start': 205, 'end': 209}, {'match': 'securities', 'norm': 'securities', 'case': 'lower', 'exact': True, 'start': 678, 'end': 688}, {'match': 'money', 'norm': 'money', 'case': 'lower', 'exact': True, 'start': 1219, 'end': 1224}, {'match': 'bank', 'norm': 'bank', 'case': 'lower', 'exact': True, 'start': 1355, 'end': 1359}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 1674, 'end': 1683}]"
305,KYC,"World-Check is a database of Politically Exposed Persons (PEPs) and heightened risk individuals and organizations, used around the world to help to identify and manage financial, regulatory and reputational risk. World Check formed part of the Thomson Reuters Risk Management Solutions suite before being transferred to Refinitiv after a merger deal with The Blackstone Group in October 2018.The creation of the database was in response to legislation aimed at reducing the incidence of financial crimes. To begin with, World-Check's intelligence was used by banks and financial institutions as a comprehensive solution for assessing, managing and remediating risk. However, as legislation has become increasingly complex and its reach has become increasingly global, the demand for such intelligence has grown beyond the financial sector to include organisations from all sectors.","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 168, 'end': 177}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 487, 'end': 496}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 569, 'end': 578}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 822, 'end': 831}]"
306,KYC,"The Panama Papers (Spanish: Papeles de Panamá) are 11.5 million leaked documents (or 2.6 terabytes of data) that were published beginning on April 3, 2016. The papers detail financial and attorney–client information for more than 214,488 offshore entities. The documents, some dating back to the 1970s, were created by, and taken from, former Panamanian offshore law firm and corporate service provider Mossack Fonseca.The documents contain personal financial information about wealthy individuals and public officials that had previously been kept private. The publication of these documents made it possible to establish the prosecution of Jan Marsalek, who is still a person of interest to a number of European governments due to his revealed links with Russian intelligence, and international financial fraudsters David and Josh Baazov. While offshore business entities are legal (see Offshore Magic Circle), reporters found that some of the Mossack Fonseca shell corporations were used for illegal purposes, including fraud, tax evasion, and evading international sanctions.""John Doe"", the whistleblower who leaked the documents to German journalist Bastian Obermayer from the newspaper Süddeutsche Zeitung (SZ), remains anonymous, even to the journalists who worked on the investigation. ""My life is in danger"", the whistleblower told them. In a May 6, 2016 document, John Doe cited income inequality as the reason for the action and said the documents were leaked ""simply because I understood enough about their contents to realize the scale of the injustices they described"". Doe had never worked for any government or intelligence agency and expressed willingness to help prosecutors if granted immunity from prosecution. After SZ verified that the statement did in fact come from the source for the Panama Papers, the International Consortium of Investigative Journalists (ICIJ) posted the full document on its website.SZ asked the ICIJ for help because of the amount of data involved. Journalists from 107 media organizations in 80 countries analyzed documents detailing the operations of the law firm. After more than a year of analysis, the first news stories were published on April 3, 2016, along with 150 of the documents themselves. The project represents an important milestone in the use of data journalism software tools and mobile collaboration.
The documents were dubbed the Panama Papers because of the country they were leaked from, but the Panamanian government expressed strong objections to the name over concerns that it would tarnish the government's and country's image worldwide, as did other entities in Panama and elsewhere. Some media outlets covering the story have used the name ""Mossack Fonseca papers"".In October 2020, German authorities issued an international arrest warrant for the two founders of the law firm at the core of the tax evasion scandal exposed by the Panama Papers. Cologne prosecutors are seeking German-born Jürgen Mossack and Panamanian Ramón Fonseca on charges of accessory to tax evasion and forming a criminal organization.","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 174, 'end': 183}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 450, 'end': 459}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 797, 'end': 806}]"
307,KYC,"Decentralized finance (DeFi) offers financial instruments without relying on intermediaries such as brokerages, exchanges, or banks by using smart contracts on a blockchain. DeFi platforms allow people to lend or borrow funds from others, speculate on price movements on assets using derivatives, trade cryptocurrencies, insure against risks, and earn interest in savings-like accounts. DeFi uses a layered architecture and highly composable building blocks. Some applications promote high interest rates but are subject to high risk.","[{'match': 'finance', 'norm': 'finance', 'case': 'lower', 'exact': True, 'start': 14, 'end': 21}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 36, 'end': 45}]"
308,MFDA,"The Mutual Fund Dealers Association of Canada (MFDA) is a Canadian self-regulatory organization (SRO) that provides oversight to dealers that distribute mutual funds and exempt fixed income products.  It is licensed under all Canadian provincial securities regulators (except Quebec, where it cooperates with the  AMF instead).  Its members consist of the distribution side of the industry that typically provide mutual funds and exempt fixed income products to Canadians through financial planners.
It works in parallel to another Canadian SRO, the Investment Industry Regulatory Organization of Canada (IIROC), which is responsible for the distribution of equities, ETFs, and other exchange traded products such as closed-end funds.","[{'match': 'securities', 'norm': 'securities', 'case': 'lower', 'exact': True, 'start': 246, 'end': 256}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 480, 'end': 489}]"
309,MFDA,"World Financial Group (WFG) is a multi-level marketing financial and insurance services company based in Johns Creek, Georgia, a suburb of Atlanta, which sells investment, insurance, and various other financial products through a network of distributors in the United States, Canada, and Puerto Rico. It is wholly owned by Aegon and operates primarily under the Transamerica brand in the United States.World Financial Group associates are compensated by selling financial services products and receiving commission overrides from people that agents sponsor into the company.

","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 55, 'end': 64}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 201, 'end': 210}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 462, 'end': 471}]"
310,MFDA,"B2B Bank is a Schedule I Canadian bank that serves a network of some 27,000 financial professionals across key business verticals including: financial advisors and their dealerships; deposit and mortgage brokers and their firms; mutual fund and insurance manufacturers; MFDA and IIROC members.

","[{'match': 'bank', 'norm': 'bank', 'case': 'lower', 'exact': True, 'start': 34, 'end': 38}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 76, 'end': 85}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 141, 'end': 150}, {'match': 'fund', 'norm': 'fund', 'case': 'lower', 'exact': True, 'start': 236, 'end': 240}]"
311,MFDA,"The following is an incomplete list of financial regulatory authorities by country.

","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 39, 'end': 48}]"
312,MFDA,"National regulatory authorities have granted emergency use authorizations for thirty-four COVID-19 vaccines.
Nine vaccines have been approved for emergency or full use by at least one stringent regulatory authority recognized by the World Health Organization (WHO): Pfizer–BioNTech, Oxford–AstraZeneca, Sinopharm BIBP, Moderna, Janssen, CoronaVac, Covaxin, Novavax, and Convidecia. Eight others are under assessment by the WHO: Sputnik V, Sinopharm WIBP, Abdala, Zifivax, Corbevax, COVIran Barekat, Sanofi–GSK, and SCB-2019.Specific versions of six vaccines have been authorized by the European Medicines Agency (EMA): Pfizer–BioNTech, Janssen, Novavax, Moderna, Oxford–AstraZeneca, and Valneva. Specific versions of another four vaccines are under evaluation by the EMA: Sputnik V, CoronaVac, Sanofi–GSK, and PHH-1V.Note that in some countries, vaccines may be authorized solely for travel purposes. They may not be approved for the general population. For example, the CoronaVac, Covishield, BBIBP-CorV and Covaxin vaccines are not part of Australia's national vaccination program; however, they are recognized for the purpose of travel to Australia.

",[]
313,MFDA,"Email archiving is the act of preserving and making searchable all email to/from an individual. Email archiving solutions capture email content either directly from the email application itself or during transport. The messages are typically then stored on magnetic disk storage and indexed to simplify future searches. In addition to simply accumulating email messages, these applications index and provide quick, searchable access to archived messages independent of the users of the system using a couple of different technical methods of implementation. The reasons a company may opt to implement an email archiving solution include protection of mission critical data, to meet retention and supervision requirements of applicable regulations, and for e-discovery purposes. It is predicted that the email archiving market will grow from nearly $2.1 billion in 2009 to over $5.1 billion in 2013.",[]
314,MFDA,"A financial adviser or financial advisor is a professional who provides financial services to clients based on their financial situation. In many countries, financial advisors must complete specific training and be registered with a regulatory body in order to provide advice.
In the United States, a financial adviser carries a Series 7 and Series 66 or Series 65 qualification examination. According to the U.S. Financial Industry Regulatory Authority (FINRA), qualification designations and compliance issues must be reported for public view. FINRA specifies the following groups who may use the term financial advisor: brokers, investment advisers, private bankers, accountants, lawyers, insurance agents and financial planners.

","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 2, 'end': 11}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 23, 'end': 32}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 72, 'end': 81}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 117, 'end': 126}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 157, 'end': 166}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 301, 'end': 310}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 604, 'end': 613}, {'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 713, 'end': 722}]"
315,MFDA,"In public key infrastructure (PKI) systems, a certificate signing request (also CSR or certification request) is a message sent from an applicant to a certificate authority of the public key infrastructure in order to apply for a digital identity certificate. It usually contains the public key for which the certificate should be issued, identifying information (such as a domain name) and integrity protection (e.g., a digital signature). The most common format for CSRs is the PKCS #10 specification; another is the Signed Public Key and Challenge SPKAC format generated by some web browsers.

",[]
316,MFDA,"The Sinopharm BIBP COVID-19 vaccine, also known as BBIBP-CorV, the Sinopharm COVID-19 vaccine, or BIBP vaccine, is one of two whole inactivated virus COVID-19 vaccines developed by Sinopharm's Beijing Institute of Biological Products (sometimes written as Beijing Bio-Institute of Biological Products, resulting in the two different acronyms BBIBP and BIBP for the same vaccine). It completed Phase III trials in Argentina, Bahrain, Egypt, Morocco, Pakistan, Peru, and the United Arab Emirates (UAE) with over 60,000 participants. BBIBP-CorV shares similar technology with CoronaVac and Covaxin, other inactivated virus vaccines for COVID-19. Its product name is SARS-CoV-2 Vaccine (Vero Cell), not to be confused with the similar product name of CoronaVac.Peer-reviewed results published in JAMA of Phase III trials in United Arab Emirates and Bahrain showed that the vaccine 78.1% effective against symptomatic cases and 100% against severe cases (21 cases in vaccinated group vs. 95 cases in placebo group). In December 2020, the UAE previously announced interim results showing 86% efficacy.While mRNA vaccines like the Pfizer–BioNTech COVID-19 vaccine and Moderna COVID-19 vaccine showed higher efficacy of over 90%, those present distribution challenges for some nations as they require deep-freeze facilities and trucks. The BIBP vaccine could be transported and stored at normal refrigerated temperatures.The vaccine is being used in vaccination campaigns by certain countries in Asia, Africa, South America, and Europe. Sinopharm expects to produce one billion doses of the vaccine in 2021. By May, Sinopharm had supplied 200 million doses.On 7 May 2021, the World Health Organization approved the BIBP vaccine for use in COVAX. Sinopharm has signed purchase agreements for 170 million doses from COVAX.The similarly named Sinopharm WIBP COVID-19 vaccine is also an inactivated virus vaccine.",[]
317,MFDA,"Leda and the Swan is a story and subject in art from Greek mythology in which the god Zeus, in the form of a swan, seduces or rapes Leda. According to later Greek mythology, Leda bore Helen and Polydeuces, children of Zeus, while at the same time bearing Castor and Clytemnestra, children of her husband Tyndareus, the King of Sparta. In the W. B. Yeats version, it is subtly suggested that Clytemnestra, although being the daughter of Tyndareus, has somehow been traumatized by what the swan has done to her mother (see below).  According to many versions of the story, Zeus took the form of a swan and raped Leda on the same night she slept with her husband King Tyndareus. In some versions, she laid two eggs from which the children hatched. In other versions, Helen is a daughter of Nemesis, the goddess who personified the disaster that awaited those suffering from the pride of Hubris.
The subject was rarely seen in the large-scale sculpture of antiquity, although a representation of Leda in sculpture has been attributed in modern times to Timotheus (compare illustration, below left); small-scale sculptures survive showing both reclining and standing poses, in cameos and engraved gems, rings, and terracotta oil lamps. Thanks to the literary renditions of Ovid and Fulgentius it was a well-known myth through the Middle Ages, but emerged more prominently as a classicizing theme, with erotic overtones, in the Italian Renaissance.",[]
318,SFA,"A couch, also known as a sofa, settee, or chesterfield, is a cushioned item of furniture for seating multiple people (although it is not uncommon for a single person to use a couch). It is commonly found in the form of a bench, with upholstered armrests, and often fitted with springs and tailored cushion and pillows. Although a couch is used primarily for seating, it may be used for sleeping. In homes, couches are normally put in the family room, living room, den, or lounge. They are sometimes also found in non-residential settings such as hotels, lobbies of commercial offices, waiting rooms, and bars. Couches can also vary in size, color, and design.

",[]
319,SFA,"The Scottish Football Association Challenge Cup, commonly known as the Scottish Cup (Scots: Scots Cup; Scottish Gaelic: Cupa na h-Alba), is an annual association football knock-out cup competition for men's football clubs in Scotland. The competition was first held in 1873–74. Entry is open to all 122 clubs with full membership of the Scottish Football Association (SFA), along with up to eight other clubs who are associate members.Although it is the second oldest competition in association football history, after the English FA Cup, the Scottish Cup trophy is the oldest in association football and is also the oldest national trophy in the world. It was first presented to Queen's Park, who won the final match of the inaugural tournament in March 1874. The current holders are Rangers, who won the tournament for the 34th time by defeating Heart of Midlothian 2–0 in the 2022 final.

",[]
320,SFA,"Stephen F. Austin State University (SFA) is a public university in Nacogdoches, Texas, United States. Founded as a teachers' college in 1923 as a result of legislation authored by State Senator Wilfred Roy Cousins Sr., the university was subsequently renamed after one of Texas's founding fathers, Stephen F. Austin. Its campus resides on part of the homestead of Thomas Jefferson Rusk. Stephen F. Austin is one of two independent public universities in Texas (i.e., those not affiliated with one of Texas's six university systems).
Stephen F. Austin State University is accredited by the Southern Association of Colleges and Schools to award bachelor's, master's, and doctoral degrees. Though the university is located in the rural East Texas college town of Nacogdoches, the vast majority of SFA students come from Greater Houston, the Dallas–Fort Worth metroplex, and other cities throughout Texas. SFA has also served students from 46 states outside Texas and 42 countries outside the United States.The Stephen F. Austin Lumberjacks are members of the Western Athletic Conference and compete in Division I for all varsity sports. The Lumberjacks football team competes in the NCAA Division I Football Championship Subdivision. The Lumberjacks basketball team has made five appearances in the NCAA Division I Tournament, with two upset first-round wins in 2014 and 2016.",[]
321,SFA,"The Scottish Football Association (also known as the SFA and the Scottish FA; Scots: Scots Fitba Association; Scottish Gaelic: Comann Ball-coise na h-Alba) is the governing body of football in Scotland and has the ultimate responsibility for the control and development of football in Scotland. Members of the SFA include clubs in Scotland, affiliated national associations as well as local associations. It was formed in 1873, making it the second oldest national football association in the world. It is not to be confused with the Scottish Football Union, which is the name that the SRU was known by until the 1920s.
The Scottish Football Association sits on the International Football Association Board which is responsible for the laws of the game. The SFA is also a member of FIFA and founder member of UEFA. It is based at Hampden Park in Glasgow. In addition, the Scottish Football Museum is located there.
The Scottish Football Association is responsible for the operation of the Scotland national football team, the annual Scottish Cup and several other duties important to the functioning of the game in Scotland.",[]
322,SFA,"Jonathan Davis and the SFA (Simply Fucking Amazings) was an American alternative metal band, formed as a side project for Korn frontman Jonathan Davis. The band functioned as a musical collective, with a rotating cast of musicians involved with the project centred around Davis' songwriting. Although the project never officially released any studio material, two live albums were released in the time the band was active: Alone I Play in 2007, and Live at the Union Chapel in 2011.",[]
323,SFA,The 2000 SFA season was the second regular season of the Texas Sixman Football League.2000 was the first year that the SFA had two separate conferences.  Now you had the Northern Conference and Southern Conference.,[]
324,SFA,"CAE Douala (formerly Sabena Flight Academy Africa) (CAE SFA-A) is an aviation school owned by Canadian group CAE (part of its CAE Global Academy), located at Douala,  Cameroon. It was the first civil aviation university in the country.Former subsidiary of Sabena Flight Academy, the school trains airline pilots, flight attendants (preparation of the Certificat de formation à la sécurité) and flight dispatchers.",[]
325,SFA,"Stephen F. Austin State Park is a state park in Texas, United States and is located in San Felipe, Austin County, west of Houston on the Brazos River.
The 663.3 acres (268 ha) that makes up the site was deeded to the state by the San Felipe de Austin Corporation in 1940, and the park was opened to the public the same year.12 acres (4.9 ha) of the park are set aside as the San Felipe de Austin State Historic Site to honor the area's past. This was the site of the township of San Felipe, the seat of government of the Anglo-American colonies in Texas.  It was here Stephen F. Austin, brought the first 297 families to colonize Texas under a contract with the Mexican Government.  The town was burned on March 2, 1836, to prevent it from falling into the hands of the advancing Mexican Army during the Texas Revolution. On January 1, 2008, the San Felipe State Historic Site was transferred from the Texas Parks and Wildlife Department to the Texas Historical Commission.
The park is a productive birdwatching location.  White-tailed deer abound in the park. Habitat is typical East Texas riparian, upland areas are mostly pecan trees, while river bottom areas are dominated by cottonwoods and hackberry.
The park offers camping, a picnic area, hiking trails and a public golf course.

",[]
326,BSA,"The Boy Scouts of America (BSA, colloquially the Boy Scouts) is one of the largest scouting organizations and one of the largest youth organizations in the United States, with about 1.2 million youth participants. The BSA was founded in 1910, and since then, about 110 million Americans have participated in BSA programs. BSA is part of the international Scout Movement and became a founding member organization of the World Organization of the Scout Movement in 1922.
The stated mission of the Boy Scouts of America is to ""prepare young people to make ethical and moral choices over their lifetimes by instilling in them the values of the Scout Oath and Law."" Youth are trained in responsible citizenship, character development, and self-reliance through participation in a wide range of outdoor activities, educational programs, and, at older age levels, career-oriented programs in partnership with community organizations. For younger members, the Scout method is part of the program to instill typical Scouting values such as trustworthiness, good citizenship, and outdoors skills, through a variety of activities such as camping, aquatics, and hiking. To further these outdoor activities, the BSA has four high-adventure bases: Northern Tier (Minnesota, Manitoba, and Ontario), Philmont Scout Ranch (New Mexico), Sea Base (Florida, US Virgin Islands, and Bahamas), and Summit Bechtel Reserve (West Virginia), as well as nearly one hundred separate camps and reservations specifically dedicated to scouts.
The main Scouting divisions are Cub Scouting for ages 5 to 11 years, Scouts BSA for ages 10 to 18, Venturing for ages 14 through 21, and Sea Scouts for ages 14 through 21. The BSA operates Scouting by chartering local organizations, such as churches, clubs, civic associations, or educational organizations, to implement the Scouting program for youth within their communities. Units are led entirely by volunteers appointed by the chartering organization, who are supported by local councils using both paid professional Scouters and volunteers. Additionally, Learning for Life is an affiliate that provides in-school and career education.
On February 1, 2019, the Boy Scouts of America renamed its flagship program, Boy Scouts, to Scouts BSA to reflect its policy change allowing girls to join separate, gender-specific troops. Shortly thereafter, the largest charter organization supporting BSA, The Church of Jesus Christ of Latter-day Saints, decided to part ways substantially contributing to a net loss of nearly a million scouts/leaders. On February 18, 2020, the National BSA filed for Chapter 11 bankruptcy protection and is currently restructuring its financial situation. On November 16, 2020, the National BSA disclosed in their bankruptcy filings that over 92,000 former Scouts had reported sexual abuse by members of the organization. In December 2021, the insurer for the Boy Scouts of America agreed to pay $800M into the fund for victims.","[{'match': 'financial', 'norm': 'financial', 'case': 'lower', 'exact': True, 'start': 2674, 'end': 2683}, {'match': 'fund', 'norm': 'fund', 'case': 'lower', 'exact': True, 'start': 2950, 'end': 2954}]"
327,BSA,"The BSA Gold Star is a motorcycle made by BSA from 1938 to 1963. They were 350 cc and 500 cc single-cylinder four-stroke production motorcycles known for being among the fastest bikes of the 1950s. Being hand built and with many optional performance modifications available, each motorcycle came from the factory with documented dynamometer test results, allowing the new owner to see the horsepower (bhp) produced.The Gold Star was almost continuously developed over its lifetime by BSA's engineers and riders, who improved its capabilities and increased output from its essentially simple push-rod petrol engine than had been thought possible. It was highly successful across almost all areas of motorcycle sport for well over a decade and is still regarded as a design icon of its era.

",[]
328,BSA,"BSA motorcycles were made by the Birmingham Small Arms Company Limited (BSA), which was a major British industrial combine, a group of businesses manufacturing military and sporting firearms; bicycles; motorcycles; cars; buses and bodies; steel; iron castings; hand, power, and machine tools; coal cleaning and handling plants; sintered metals; and hard chrome process.
A government-organised rescue operation in 1973 led to the takeover of BSA-Triumph motorcycle operations by Norton-Villiers, later known as Norton Villiers Triumph.
At its peak, BSA (including Triumph) was the largest motorcycle producer in the world. In the late 1950s and early 1960s poor management and failure to develop new products in the motorcycle division led to a dramatic decline of sales to its major USA market. The management had failed to appreciate the importance of the resurgent Japanese motorcycle industry, leading to problems for the entire BSA group.
When Norton Villiers Triumph was liquidated in 1978, the rights to use the brand name of BSA were purchased by a new business, the B.S.A. Company.

",[]
329,BSA,"The Birmingham Small Arms Company Limited (BSA) was a major British industrial combine, a group of businesses manufacturing military and sporting firearms; bicycles; motorcycles; cars; buses and bodies; steel; iron castings; hand, power, and machine tools; coal cleaning and handling plants; sintered metals; and hard chrome process.
After the Second World War, BSA did not manage its business well, and a government-organised rescue operation in 1973 led to a takeover of such operations as it still owned. Those few that survived this process disappeared into the ownership of other businesses.",[]
